text,href,absolute_url,domain
Kala Ram Temple,https://en.wikipedia.org/wiki/Kala_Ram_Temple,https://en.wikipedia.org/wiki/Kala_Ram_Temple,en.wikipedia.org
Nashik,https://en.wikipedia.org/wiki/Nashik,https://en.wikipedia.org/wiki/Nashik,en.wikipedia.org
Kasba Ganapati,https://en.wikipedia.org/wiki/Kasba_Ganapati,https://en.wikipedia.org/wiki/Kasba_Ganapati,en.wikipedia.org
Pune,https://en.wikipedia.org/wiki/Pune,https://en.wikipedia.org/wiki/Pune,en.wikipedia.org
Khandoba Mandir,https://en.wikipedia.org/wiki/Khandoba_Mandir,https://en.wikipedia.org/wiki/Khandoba_Mandir,en.wikipedia.org
Beed,https://en.wikipedia.org/wiki/Beed,https://en.wikipedia.org/wiki/Beed,en.wikipedia.org
"Khandoba Temple, Jejuri","https://en.wikipedia.org/wiki/Khandoba_Temple,_Jejuri","https://en.wikipedia.org/wiki/Khandoba_Temple,_Jejuri",en.wikipedia.org
Khidkaleshwar Mandir,https://en.wikipedia.org/wiki/Khidkaleshwar_Mandir,https://en.wikipedia.org/wiki/Khidkaleshwar_Mandir,en.wikipedia.org
Dombivli,https://en.wikipedia.org/wiki/Dombivli,https://en.wikipedia.org/wiki/Dombivli,en.wikipedia.org
"Kopineshwar Mandir, Thane","https://en.wikipedia.org/wiki/Kopineshwar_Mandir,_Thane","https://en.wikipedia.org/wiki/Kopineshwar_Mandir,_Thane",en.wikipedia.org
Kukdeshwar Temple,https://en.wikipedia.org/wiki/Kukdeshwar_Temple,https://en.wikipedia.org/wiki/Kukdeshwar_Temple,en.wikipedia.org
"Mahalakshmi Temple, Dahanu","https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Dahanu","https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Dahanu",en.wikipedia.org
"Mahalakshmi Temple, Kolhapur","https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Kolhapur","https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Kolhapur",en.wikipedia.org
"Mahalakshmi Temple, Mahalakshmi, Mumbai","https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Mumbai","https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Mumbai",en.wikipedia.org
Mahur,"https://en.wikipedia.org/wiki/Mahur,_Maharashtra","https://en.wikipedia.org/wiki/Mahur,_Maharashtra",en.wikipedia.org
Renuka,https://en.wikipedia.org/wiki/Renuka,https://en.wikipedia.org/wiki/Renuka,en.wikipedia.org
Mandher Devi Temple in Mandhradevi,https://en.wikipedia.org/wiki/Mandher_Devi_Temple_in_Mandhradevi,https://en.wikipedia.org/wiki/Mandher_Devi_Temple_in_Mandhradevi,en.wikipedia.org
"Mankeshwar temple, Zodage","https://en.wikipedia.org/wiki/Mankeshwar_temple,_Zodage","https://en.wikipedia.org/wiki/Mankeshwar_temple,_Zodage",en.wikipedia.org
"Markanda Mahadev, Chamorshi","https://en.wikipedia.org/wiki/Markanda_Mahadev,_Chamorshi","https://en.wikipedia.org/wiki/Markanda_Mahadev,_Chamorshi",en.wikipedia.org
Morya Gosavi,https://en.wikipedia.org/wiki/Morya_Gosavi,https://en.wikipedia.org/wiki/Morya_Gosavi,en.wikipedia.org
Chinchwad,https://en.wikipedia.org/wiki/Chinchwad,https://en.wikipedia.org/wiki/Chinchwad,en.wikipedia.org
Mumba Devi Mandir,https://en.wikipedia.org/wiki/Mumba_Devi_Mandir,https://en.wikipedia.org/wiki/Mumba_Devi_Mandir,en.wikipedia.org
Mumbai,https://en.wikipedia.org/wiki/Mumbai,https://en.wikipedia.org/wiki/Mumbai,en.wikipedia.org
Mumbra Devi Temple,https://en.wikipedia.org/wiki/Mumbra_Devi_Temple,https://en.wikipedia.org/wiki/Mumbra_Devi_Temple,en.wikipedia.org
Mumbra,https://en.wikipedia.org/wiki/Mumbra,https://en.wikipedia.org/wiki/Mumbra,en.wikipedia.org
Narsobawadi,https://en.wikipedia.org/wiki/Narsobawadi,https://en.wikipedia.org/wiki/Narsobawadi,en.wikipedia.org
Padmalaya,https://en.wikipedia.org/wiki/Padmalaya,https://en.wikipedia.org/wiki/Padmalaya,en.wikipedia.org
Parshuram Temple,https://en.wikipedia.org/wiki/Parshuram_Temple,https://en.wikipedia.org/wiki/Parshuram_Temple,en.wikipedia.org
Chiplun,https://en.wikipedia.org/wiki/Chiplun,https://en.wikipedia.org/wiki/Chiplun,en.wikipedia.org
Parvati Hill,https://en.wikipedia.org/wiki/Parvati_Hill,https://en.wikipedia.org/wiki/Parvati_Hill,en.wikipedia.org
Pune,https://en.wikipedia.org/wiki/Pune,https://en.wikipedia.org/wiki/Pune,en.wikipedia.org
"Pataleshwar Caves, Pune","https://en.wikipedia.org/wiki/Pataleshwar_Caves,_Pune","https://en.wikipedia.org/wiki/Pataleshwar_Caves,_Pune",en.wikipedia.org
Prabhadevi Temple,https://en.wikipedia.org/wiki/Prabhadevi_Temple,https://en.wikipedia.org/wiki/Prabhadevi_Temple,en.wikipedia.org
Prabhadevi,https://en.wikipedia.org/wiki/Prabhadevi,https://en.wikipedia.org/wiki/Prabhadevi,en.wikipedia.org
Mumbai,https://en.wikipedia.org/wiki/Mumbai,https://en.wikipedia.org/wiki/Mumbai,en.wikipedia.org
"Ram Mandir, Mumbai",https://en.wikipedia.org/wiki/Ram_Mandir_railway_station,https://en.wikipedia.org/wiki/Ram_Mandir_railway_station,en.wikipedia.org
Mahaganpati Temple of Ranjangaon,https://en.wikipedia.org/wiki/Ranjangaon_Ganpati,https://en.wikipedia.org/wiki/Ranjangaon_Ganpati,en.wikipedia.org
Saptashrungi,https://en.wikipedia.org/wiki/Saptashrungi,https://en.wikipedia.org/wiki/Saptashrungi,en.wikipedia.org
Sarasbaug Ganpati,https://en.wikipedia.org/wiki/Sarasbaug_Ganpati,https://en.wikipedia.org/wiki/Sarasbaug_Ganpati,en.wikipedia.org
"Satpuda Manudevi Temple, Adgaon","https://en.wikipedia.org/wiki/Satpuda_Manudevi_Temple,_Adgaon","https://en.wikipedia.org/wiki/Satpuda_Manudevi_Temple,_Adgaon",en.wikipedia.org
Shani Shingnapur,https://en.wikipedia.org/wiki/Shani_Shingnapur,https://en.wikipedia.org/wiki/Shani_Shingnapur,en.wikipedia.org
"Shri Sai Baba Temple, Shirdi","https://en.wikipedia.org/wiki/Shri_Sai_Baba_Temple,_Shirdi","https://en.wikipedia.org/wiki/Shri_Sai_Baba_Temple,_Shirdi",en.wikipedia.org
Shirdi,https://en.wikipedia.org/wiki/Shirdi,https://en.wikipedia.org/wiki/Shirdi,en.wikipedia.org
"Shiv Mandir, Maharashtra","https://en.wikipedia.org/wiki/Shiv_Mandir,_Maharashtra","https://en.wikipedia.org/wiki/Shiv_Mandir,_Maharashtra",en.wikipedia.org
Shree Swaminarayan Temple Mumbai,https://en.wikipedia.org/wiki/Shree_Swaminarayan_Temple_Mumbai,https://en.wikipedia.org/wiki/Shree_Swaminarayan_Temple_Mumbai,en.wikipedia.org
Shri BrahmaChaitanya Gondavalekar Maharaj,https://en.wikipedia.org/wiki/Shri_BrahmaChaitanya,https://en.wikipedia.org/wiki/Shri_BrahmaChaitanya,en.wikipedia.org
Shri Dev Rameshwar Mandir,https://en.wikipedia.org/wiki/Shri_Dev_Rameshwar_Temple,https://en.wikipedia.org/wiki/Shri_Dev_Rameshwar_Temple,en.wikipedia.org
Shri Laxmi Narsimha Temple,https://en.wikipedia.org/wiki/Shri_Laxmi_Narsimha_Temple,https://en.wikipedia.org/wiki/Shri_Laxmi_Narsimha_Temple,en.wikipedia.org
Nira Narsingpur,https://en.wikipedia.org/wiki/Nira_Narsingpur,https://en.wikipedia.org/wiki/Nira_Narsingpur,en.wikipedia.org
Shri Laxmi Narsimha Temple,https://en.wikipedia.org/wiki/Shri_Laxmi_Narsimha_Temple,https://en.wikipedia.org/wiki/Shri_Laxmi_Narsimha_Temple,en.wikipedia.org
Nira Narsingpur,https://en.wikipedia.org/wiki/Nira_Narsingpur,https://en.wikipedia.org/wiki/Nira_Narsingpur,en.wikipedia.org
Pune,https://en.wikipedia.org/wiki/Pune,https://en.wikipedia.org/wiki/Pune,en.wikipedia.org
"Shri Swaminarayan Mandir, Mumbai","https://en.wikipedia.org/wiki/Shri_Swaminarayan_Mandir,_Mumbai","https://en.wikipedia.org/wiki/Shri_Swaminarayan_Mandir,_Mumbai",en.wikipedia.org
Siddheshwar & Ratneshwar Temple,https://en.wikipedia.org/wiki/Siddheshwar_&_Ratneshwar_Temple,https://en.wikipedia.org/wiki/Siddheshwar_&_Ratneshwar_Temple,en.wikipedia.org
Siddhivinayak Mahaganapati Temple,https://en.wikipedia.org/wiki/Siddhivinayak_Mahaganapati_Temple,https://en.wikipedia.org/wiki/Siddhivinayak_Mahaganapati_Temple,en.wikipedia.org
Siddhivinayak Temple,https://en.wikipedia.org/wiki/Siddhivinayak_temple_(Mumbai),https://en.wikipedia.org/wiki/Siddhivinayak_temple_(Mumbai),en.wikipedia.org
Mumbai,https://en.wikipedia.org/wiki/Mumbai,https://en.wikipedia.org/wiki/Mumbai,en.wikipedia.org
"Siddhivinayak Temple, Siddhatek","https://en.wikipedia.org/wiki/Siddhivinayak_Temple,_Siddhatek","https://en.wikipedia.org/wiki/Siddhivinayak_Temple,_Siddhatek",en.wikipedia.org
"Tryamboli Temple Temblaiwadi, Kolhapur",https://en.wikipedia.org/wiki/Temblai,https://en.wikipedia.org/wiki/Temblai,en.wikipedia.org
Trimbakeshwar Shiva Temple,https://en.wikipedia.org/wiki/Trimbakeshwar_Shiva_Temple,https://en.wikipedia.org/wiki/Trimbakeshwar_Shiva_Temple,en.wikipedia.org
Trimbakeshwar,https://en.wikipedia.org/wiki/Trimbakeshwar,https://en.wikipedia.org/wiki/Trimbakeshwar,en.wikipedia.org
Tulja Bhavani Temple,https://en.wikipedia.org/wiki/Tulja_Bhavani_Temple,https://en.wikipedia.org/wiki/Tulja_Bhavani_Temple,en.wikipedia.org
Tuljapur,https://en.wikipedia.org/wiki/Tuljapur,https://en.wikipedia.org/wiki/Tuljapur,en.wikipedia.org
Tulshibaug,https://en.wikipedia.org/wiki/Tulshibaug,https://en.wikipedia.org/wiki/Tulshibaug,en.wikipedia.org
Pune,https://en.wikipedia.org/wiki/Pune,https://en.wikipedia.org/wiki/Pune,en.wikipedia.org
"Vajreshwari Temple, Vajreshwari",https://en.wikipedia.org/wiki/Vajreshwari_Temple,https://en.wikipedia.org/wiki/Vajreshwari_Temple,en.wikipedia.org
Varadvinayak,https://en.wikipedia.org/wiki/Varadvinayak,https://en.wikipedia.org/wiki/Varadvinayak,en.wikipedia.org
"Vigneshwara Temple, Ozar","https://en.wikipedia.org/wiki/Vigneshwara_Temple,_Ozar","https://en.wikipedia.org/wiki/Vigneshwara_Temple,_Ozar",en.wikipedia.org
Vithoba Temple,https://en.wikipedia.org/wiki/Vithoba_Temple,https://en.wikipedia.org/wiki/Vithoba_Temple,en.wikipedia.org
Pandharpur,https://en.wikipedia.org/wiki/Pandharpur,https://en.wikipedia.org/wiki/Pandharpur,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=20,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=20,en.wikipedia.org
Ningthoukhong Gopinath Mandir,https://en.wikipedia.org/wiki/Ningthoukhong_Gopinath_Mandir,https://en.wikipedia.org/wiki/Ningthoukhong_Gopinath_Mandir,en.wikipedia.org
Shree Govindajee Temple,https://en.wikipedia.org/wiki/Shree_Govindajee_Temple,https://en.wikipedia.org/wiki/Shree_Govindajee_Temple,en.wikipedia.org
Imphal,https://en.wikipedia.org/wiki/Imphal,https://en.wikipedia.org/wiki/Imphal,en.wikipedia.org
Shri Radha Raman Temple of Kanchipur,https://en.wikipedia.org/wiki/Shri_Radha_Raman_Temple_of_Kanchipur,https://en.wikipedia.org/wiki/Shri_Radha_Raman_Temple_of_Kanchipur,en.wikipedia.org
Kanchipur,"https://en.wikipedia.org/wiki/Kanchipur,_Manipur","https://en.wikipedia.org/wiki/Kanchipur,_Manipur",en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=21,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=21,en.wikipedia.org
Nartiang Durga Temple,https://en.wikipedia.org/wiki/Nartiang_Durga_Temple,https://en.wikipedia.org/wiki/Nartiang_Durga_Temple,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=22,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=22,en.wikipedia.org
List of temples in Bhubaneswar,https://en.wikipedia.org/wiki/List_of_temples_in_Bhubaneswar,https://en.wikipedia.org/wiki/List_of_temples_in_Bhubaneswar,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Konark_Sun_Temple_Front_view.jpg,https://en.wikipedia.org/wiki/File:Konark_Sun_Temple_Front_view.jpg,en.wikipedia.org
Konark Sun Temple,https://en.wikipedia.org/wiki/Konark_Sun_Temple,https://en.wikipedia.org/wiki/Konark_Sun_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Muktesvara_deula.jpg,https://en.wikipedia.org/wiki/File:Muktesvara_deula.jpg,en.wikipedia.org
Muktesvara deula,https://en.wikipedia.org/wiki/Muktesvara_deula,https://en.wikipedia.org/wiki/Muktesvara_deula,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Temple-Jagannath.jpg,https://en.wikipedia.org/wiki/File:Temple-Jagannath.jpg,en.wikipedia.org
"Jagannath Temple, Puri","https://en.wikipedia.org/wiki/Jagannath_Temple,_Puri","https://en.wikipedia.org/wiki/Jagannath_Temple,_Puri",en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Lingaraj_temple_Bhubaneswar_11007.jpg,https://en.wikipedia.org/wiki/File:Lingaraj_temple_Bhubaneswar_11007.jpg,en.wikipedia.org
Lingaraja Temple,https://en.wikipedia.org/wiki/Lingaraja_Temple,https://en.wikipedia.org/wiki/Lingaraja_Temple,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Vaitala_Mandira.jpg,https://en.wikipedia.org/wiki/File:Vaitala_Mandira.jpg,en.wikipedia.org
Baitala deula,https://en.wikipedia.org/wiki/Baitala_deula,https://en.wikipedia.org/wiki/Baitala_deula,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Rajarani_Temple_2.jpg,https://en.wikipedia.org/wiki/File:Rajarani_Temple_2.jpg,en.wikipedia.org
Rajarani Temple,https://en.wikipedia.org/wiki/Rajarani_Temple,https://en.wikipedia.org/wiki/Rajarani_Temple,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Ratnagiri_Jajpur_district_Odisha.jpg,https://en.wikipedia.org/wiki/File:Ratnagiri_Jajpur_district_Odisha.jpg,en.wikipedia.org
Puspagiri Mahavihara,https://en.wikipedia.org/wiki/Puspagiri_Mahavihara,https://en.wikipedia.org/wiki/Puspagiri_Mahavihara,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Ananta_Vasudeva_Temple.jpg,https://en.wikipedia.org/wiki/File:Ananta_Vasudeva_Temple.jpg,en.wikipedia.org
Ananta Vasudeva Temple,https://en.wikipedia.org/wiki/Ananta_Vasudeva_Temple,https://en.wikipedia.org/wiki/Ananta_Vasudeva_Temple,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Gate_of_Nrusinghanath_Temple1.JPG,https://en.wikipedia.org/wiki/File:Gate_of_Nrusinghanath_Temple1.JPG,en.wikipedia.org
Nrusinghanath Temple,https://en.wikipedia.org/wiki/Nrusinghanath_Temple,https://en.wikipedia.org/wiki/Nrusinghanath_Temple,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Taratarini_maa.jpg,https://en.wikipedia.org/wiki/File:Taratarini_maa.jpg,en.wikipedia.org
Taratarini Temple,https://en.wikipedia.org/wiki/Taratarini_Temple,https://en.wikipedia.org/wiki/Taratarini_Temple,en.wikipedia.org
Orissa,"https://en.wikipedia.org/wiki/Orissa,_India","https://en.wikipedia.org/wiki/Orissa,_India",en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Brahmeswara_Temple,_Bhubaneswar.JPG","https://en.wikipedia.org/wiki/File:Brahmeswara_Temple,_Bhubaneswar.JPG",en.wikipedia.org
Brahmeswara Temple,https://en.wikipedia.org/wiki/Brahmeswara_Temple,https://en.wikipedia.org/wiki/Brahmeswara_Temple,en.wikipedia.org
Ajaikapada Bhairava Temple,https://en.wikipedia.org/wiki/Ajaikapada_Bhairava_Temple,https://en.wikipedia.org/wiki/Ajaikapada_Bhairava_Temple,en.wikipedia.org
Ananta Shayana,https://en.wikipedia.org/wiki/Ananta_Shayana,https://en.wikipedia.org/wiki/Ananta_Shayana,en.wikipedia.org
Ananta Vasudeva Temple,https://en.wikipedia.org/wiki/Ananta_Vasudeva_Temple,https://en.wikipedia.org/wiki/Ananta_Vasudeva_Temple,en.wikipedia.org
Annakoteshvara Temple,https://en.wikipedia.org/wiki/Annakoteshvara_Temple,https://en.wikipedia.org/wiki/Annakoteshvara_Temple,en.wikipedia.org
Astasambhu Siva Temples,https://en.wikipedia.org/wiki/Astasambhu_Siva_Temples,https://en.wikipedia.org/wiki/Astasambhu_Siva_Temples,en.wikipedia.org
Baitala Deula,https://en.wikipedia.org/wiki/Baitala_Deula,https://en.wikipedia.org/wiki/Baitala_Deula,en.wikipedia.org
Baladevjew Temple,https://en.wikipedia.org/wiki/Baladevjew_Temple,https://en.wikipedia.org/wiki/Baladevjew_Temple,en.wikipedia.org
"Bhagabati Temple, Banapur","https://en.wikipedia.org/wiki/Bhagabati_Temple,_Banapur","https://en.wikipedia.org/wiki/Bhagabati_Temple,_Banapur",en.wikipedia.org
Bharati Matha,https://en.wikipedia.org/wiki/Bharati_Matha,https://en.wikipedia.org/wiki/Bharati_Matha,en.wikipedia.org
Bhattarika Temple,https://en.wikipedia.org/wiki/Bhattarika_Temple,https://en.wikipedia.org/wiki/Bhattarika_Temple,en.wikipedia.org
Bhringesvara Siva Temple,https://en.wikipedia.org/wiki/Bhringesvara_Siva_Temple,https://en.wikipedia.org/wiki/Bhringesvara_Siva_Temple,en.wikipedia.org
Biraja Temple,https://en.wikipedia.org/wiki/Biraja_Temple,https://en.wikipedia.org/wiki/Biraja_Temple,en.wikipedia.org
Jajpur,https://en.wikipedia.org/wiki/Jajpur,https://en.wikipedia.org/wiki/Jajpur,en.wikipedia.org
"Brahma Temple, Bindusagar","https://en.wikipedia.org/wiki/Brahma_Temple,_Bindusagar","https://en.wikipedia.org/wiki/Brahma_Temple,_Bindusagar",en.wikipedia.org
Brahmeswara Temple,https://en.wikipedia.org/wiki/Brahmeswara_Temple,https://en.wikipedia.org/wiki/Brahmeswara_Temple,en.wikipedia.org
Budha Deula,https://en.wikipedia.org/wiki/Budha_Deula,https://en.wikipedia.org/wiki/Budha_Deula,en.wikipedia.org
Byamokesvara temple,https://en.wikipedia.org/wiki/Byamokesvara_temple,https://en.wikipedia.org/wiki/Byamokesvara_temple,en.wikipedia.org
Chakreshvari Siva Temple,https://en.wikipedia.org/wiki/Chakreshvari_Siva_Temple,https://en.wikipedia.org/wiki/Chakreshvari_Siva_Temple,en.wikipedia.org
Chakresvara Tank,https://en.wikipedia.org/wiki/Chakresvara_Tank,https://en.wikipedia.org/wiki/Chakresvara_Tank,en.wikipedia.org
Charchika Temple,https://en.wikipedia.org/wiki/Charchika_Temple,https://en.wikipedia.org/wiki/Charchika_Temple,en.wikipedia.org
Chateshwar Temple,https://en.wikipedia.org/wiki/Chateshwar_Temple,https://en.wikipedia.org/wiki/Chateshwar_Temple,en.wikipedia.org
Cuttack Chandi Temple,https://en.wikipedia.org/wiki/Cuttack_Chandi_Temple,https://en.wikipedia.org/wiki/Cuttack_Chandi_Temple,en.wikipedia.org
Dhabaleswar,https://en.wikipedia.org/wiki/Dhabaleswar,https://en.wikipedia.org/wiki/Dhabaleswar,en.wikipedia.org
Dharakote,https://en.wikipedia.org/wiki/Dharakote,https://en.wikipedia.org/wiki/Dharakote,en.wikipedia.org
Dishisvara Siva Temple,https://en.wikipedia.org/wiki/Dishisvara_Siva_Temple,https://en.wikipedia.org/wiki/Dishisvara_Siva_Temple,en.wikipedia.org
"Durga Temple, Motia","https://en.wikipedia.org/wiki/Durga_Temple,_Motia","https://en.wikipedia.org/wiki/Durga_Temple,_Motia",en.wikipedia.org
Gupteswar Cave,https://en.wikipedia.org/wiki/Gupteswar_Cave,https://en.wikipedia.org/wiki/Gupteswar_Cave,en.wikipedia.org
Harihara Deula,https://en.wikipedia.org/wiki/Harihara_Deula,https://en.wikipedia.org/wiki/Harihara_Deula,en.wikipedia.org
Boudh,https://en.wikipedia.org/wiki/Boudh,https://en.wikipedia.org/wiki/Boudh,en.wikipedia.org
Harishankar Temple,https://en.wikipedia.org/wiki/Harishankar_Temple,https://en.wikipedia.org/wiki/Harishankar_Temple,en.wikipedia.org
"Jagannath Temple, Baripada","https://en.wikipedia.org/wiki/Jagannath_Temple,_Baripada","https://en.wikipedia.org/wiki/Jagannath_Temple,_Baripada",en.wikipedia.org
Mayurbhanj,https://en.wikipedia.org/wiki/Mayurbhanj,https://en.wikipedia.org/wiki/Mayurbhanj,en.wikipedia.org
"Jagannath Temple, Koraput","https://en.wikipedia.org/wiki/Jagannath_Temple,_Koraput","https://en.wikipedia.org/wiki/Jagannath_Temple,_Koraput",en.wikipedia.org
Koraput,https://en.wikipedia.org/wiki/Koraput,https://en.wikipedia.org/wiki/Koraput,en.wikipedia.org
"Jagannath Temple, Nayagarh","https://en.wikipedia.org/wiki/Jagannath_Temple,_Nayagarh","https://en.wikipedia.org/wiki/Jagannath_Temple,_Nayagarh",en.wikipedia.org
Nayagarh,https://en.wikipedia.org/wiki/Nayagarh,https://en.wikipedia.org/wiki/Nayagarh,en.wikipedia.org
Jagannath Temple,https://en.wikipedia.org/wiki/Jagannath_Temple,https://en.wikipedia.org/wiki/Jagannath_Temple,en.wikipedia.org
Puri,https://en.wikipedia.org/wiki/Puri_(city),https://en.wikipedia.org/wiki/Puri_(city),en.wikipedia.org
Jaleswar Siva Temple Precinct,https://en.wikipedia.org/wiki/Jaleswar_Siva_Temple_Precinct,https://en.wikipedia.org/wiki/Jaleswar_Siva_Temple_Precinct,en.wikipedia.org
Kakatpur Mangala Temple,https://en.wikipedia.org/wiki/Kakatpur_Mangala_Temple,https://en.wikipedia.org/wiki/Kakatpur_Mangala_Temple,en.wikipedia.org
Kalabhairavi Temple,https://en.wikipedia.org/wiki/Kalabhairavi_Temple,https://en.wikipedia.org/wiki/Kalabhairavi_Temple,en.wikipedia.org
Kalikadevi Temple,https://en.wikipedia.org/wiki/Kalikadevi_Temple,https://en.wikipedia.org/wiki/Kalikadevi_Temple,en.wikipedia.org
Kapilash Temple,https://en.wikipedia.org/wiki/Kapilash_Temple,https://en.wikipedia.org/wiki/Kapilash_Temple,en.wikipedia.org
Kapilesvara Siva Temple,https://en.wikipedia.org/wiki/Kapilesvara_Siva_Temple,https://en.wikipedia.org/wiki/Kapilesvara_Siva_Temple,en.wikipedia.org
Kedareswar Temple,https://en.wikipedia.org/wiki/Kedareswar_Temple,https://en.wikipedia.org/wiki/Kedareswar_Temple,en.wikipedia.org
Khiching,https://en.wikipedia.org/wiki/Khiching,https://en.wikipedia.org/wiki/Khiching,en.wikipedia.org
Khirachora Gopinatha Temple,https://en.wikipedia.org/wiki/Khirachora_Gopinatha_Temple,https://en.wikipedia.org/wiki/Khirachora_Gopinatha_Temple,en.wikipedia.org
Remuna,https://en.wikipedia.org/wiki/Remuna,https://en.wikipedia.org/wiki/Remuna,en.wikipedia.org
Balasore,https://en.wikipedia.org/wiki/Balasore,https://en.wikipedia.org/wiki/Balasore,en.wikipedia.org
Kichakeshwari Temple,https://en.wikipedia.org/wiki/Kichakeshwari_Temple,https://en.wikipedia.org/wiki/Kichakeshwari_Temple,en.wikipedia.org
Konark Sun Temple,https://en.wikipedia.org/wiki/Konark_Sun_Temple,https://en.wikipedia.org/wiki/Konark_Sun_Temple,en.wikipedia.org
Konark,https://en.wikipedia.org/wiki/Konark,https://en.wikipedia.org/wiki/Konark,en.wikipedia.org
Lankeswari Temple,https://en.wikipedia.org/wiki/Lankeswari_Temple,https://en.wikipedia.org/wiki/Lankeswari_Temple,en.wikipedia.org
Sonepur,"https://en.wikipedia.org/wiki/Sonepur,_Orissa","https://en.wikipedia.org/wiki/Sonepur,_Orissa",en.wikipedia.org
Lingaraj Temple,https://en.wikipedia.org/wiki/Lingaraj_Temple,https://en.wikipedia.org/wiki/Lingaraj_Temple,en.wikipedia.org
Lokanatha Temple,https://en.wikipedia.org/wiki/Lokanatha_Temple,https://en.wikipedia.org/wiki/Lokanatha_Temple,en.wikipedia.org
Maa Taratarini Temple,https://en.wikipedia.org/wiki/Maa_Taratarini_Temple,https://en.wikipedia.org/wiki/Maa_Taratarini_Temple,en.wikipedia.org
Adi Shakti,https://en.wikipedia.org/wiki/Adi_Shakti,https://en.wikipedia.org/wiki/Adi_Shakti,en.wikipedia.org
Maa Tarini Temple,https://en.wikipedia.org/wiki/Maa_Tarini,https://en.wikipedia.org/wiki/Maa_Tarini,en.wikipedia.org
Ghatgaon,https://en.wikipedia.org/wiki/Ghatgaon,https://en.wikipedia.org/wiki/Ghatgaon,en.wikipedia.org
Kendujhar,https://en.wikipedia.org/wiki/Kendujhar,https://en.wikipedia.org/wiki/Kendujhar,en.wikipedia.org
Maa Ugra Tara,https://en.wikipedia.org/wiki/Maa_Ugra_Tara,https://en.wikipedia.org/wiki/Maa_Ugra_Tara,en.wikipedia.org
Madneswar Siva Temple,https://en.wikipedia.org/wiki/Madneswar_Siva_Temple,https://en.wikipedia.org/wiki/Madneswar_Siva_Temple,en.wikipedia.org
Mahabhoi Sasana Tank,https://en.wikipedia.org/wiki/Mahabhoi_Sasana_Tank,https://en.wikipedia.org/wiki/Mahabhoi_Sasana_Tank,en.wikipedia.org
Mahakala-Mahakali Temple,https://en.wikipedia.org/wiki/Mahakala-Mahakali_Temple,https://en.wikipedia.org/wiki/Mahakala-Mahakali_Temple,en.wikipedia.org
Mahavinayak Temple,https://en.wikipedia.org/wiki/Mahavinayak_Temple,https://en.wikipedia.org/wiki/Mahavinayak_Temple,en.wikipedia.org
"Mahendragiri, Orissa","https://en.wikipedia.org/wiki/Mahendragiri,_Orissa","https://en.wikipedia.org/wiki/Mahendragiri,_Orissa",en.wikipedia.org
Mangalesvara Siva Temple,https://en.wikipedia.org/wiki/Mangalesvara_Siva_Temple,https://en.wikipedia.org/wiki/Mangalesvara_Siva_Temple,en.wikipedia.org
